Telco Domain Risk Summary — Per-Domain Risk Score Calculation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Each carrier rolled up from its subdomain-level V5 scores. MAX pillars = worst subdomain per pillar (operational view). Final Risk Score (Max) = max of subdomain composites; Final Risk Score (Avg) = mean across all subdomains.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rank;Domain;Subdomains;KEV Hosts;EPSS Hosts;Any-CVE Hosts;Weak DMARC Hosts;Weak SPF Hosts;Dangling CNAME Hosts;Int IP Exposed Hosts;SSH Hosts;FTP Hosts;MySQL Hosts;Postgres Hosts;RDP Hosts;SNMP Hosts;XSS Hosts;SSRF Hosts;SQLi Hosts;P1 CVE (Max);P2 Email (Max);P3 Infra (Max);P4 Web (Max);P5 Surface (Max);P1 CVE (Avg);P2 Email (Avg);P3 Infra (Avg);P4 Web (Avg);P5 Surface (Avg);Max Penalty;Final Risk Score (Max);Max Band;Final Risk Score (Avg);Avg Band;Worst Subdomain;FRN;holding_company;Registered Name;Company Name;city;state;Domain;# Employees;Private or Public;Aquired or Not;Annual Revenue;Founded Year;WISP or Cable;Principal_Communications_Type;Chief_Executive_Officer
67;matrixbroadband.net;8;2;1;2;1;1;1;0;0;0;0;0;0;0;1;1;0;100;90;0;80;66;23,2;11,2;0;13,8;30,2;5,0;95,0;Critical;54,1;High;phone.matrixbroadband.net;18507392;;Matrix Broadband;Matrix Broadband;Tracy;CA;matrixbroadband.net;01-Oct;Private;"I do not have enough information to answer the query. The provided search results discuss several companies named Matrix (Matrix IT, Matrix Telecom, Matrix Networks, Matrix Engineering, and Matrix Financial Solutions), but none of these appear to be ""Matrix Broadband"" based in Tracy, CA with the domain matrixbroadband.net. To help me answer, please provide more details about the specific company or its parent organization.";$1-5 million;2002;WISP;CAP/LEC;Satyanarayana Jasty
68;us.com;15;1;0;2;0;0;3;0;1;0;0;1;0;0;1;1;1;80,1;0;95;100;78,4;6,9;0;6,3;10,7;31,6;5,0;95,0;Critical;29,1;Medium;mgw.us.com;;;;;;;;;;;;;;;
69;mountainet.com;2;1;1;1;0;0;1;0;0;2;0;0;0;0;1;2;0;100;0;25;80;40,2;50;0;25;80;37,5;5,0;95,0;Critical;82,5;Critical;mountainet.com;;;;;;;;;;;;;;;
70;mtelsystems.com;23;2;2;2;0;1;3;0;0;1;1;1;0;0;2;1;0;100;40;100;80;80,5;8,3;1,7;4,3;8,7;25;5,0;95,0;Critical;27,7;Medium;cloud.mtelsystems.com;;;;;;;;;;;;;;;
71;reedsburgutility.com;15;2;1;2;0;1;5;0;7;7;7;0;0;0;2;0;2;91,4;40;100;100;69,3;11,4;2,7;46,7;20,7;29,5;5,0;95,0;Critical;45,8;Medium;reedsburgutility.com;5221866;;Reedsburg Utility Commission;Reedsburg Utility Commission;Reedsburg;WI;reedsburgutility.com;Nov-50;Public;Not acquired;$10-50 million;1894;NA;CAP/LEC;James Krueger
72;residentagent.net;12;1;0;2;0;1;3;0;0;0;0;0;0;0;1;0;1;80,1;40;0;100;66;8,7;3,3;0;13,3;24,9;5,0;95,0;Critical;23,5;Low;www.residentagent.net;;;;;;;;;;;;;;;
73;rinioneil.com;12;1;1;1;0;1;0;0;9;9;9;0;0;0;1;0;2;95,3;40;100;90;77,3;7,9;3,3;75;12,5;52,4;5,0;95,0;Critical;71,7;High;rinioneil.com;;;;;;;;;;;;;;;
74;rnetworks.net;5;0;1;1;1;1;2;0;3;3;4;0;0;0;0;1;1;66;90;100;100;76,1;13,2;18;68;26;52;5,0;95,0;Critical;62,8;High;dev.rnetworks.net;22265102;;rNetworks;rNetworks;D'Hanis;TX;rnetworks.net;01-Oct;Private;I do not have enough information to determine if rNetworks has been acquired. The provided search data discusses acquisitions involving UP Fiber, Inc., AT&T, Metronet, and Everstream, but does not mention rNetworks.;$1-5 million;2012;WISP;Interconnected VoIP;Joseph Arnett
75;rochestertelephone.com;11;1;1;5;0;1;1;0;1;0;0;0;0;0;5;1;0;99,8;40;55;100;52;22,2;3,6;5;20;36,1;5,0;95,0;Critical;33,9;Medium;rochestertelephone.com;;;;;;;;;;;;;;;
76;royaltelco.com;6;1;1;1;0;1;2;0;2;2;2;0;0;0;0;0;0;100;40;100;30;59,9;16,7;6,7;33,3;10;43,2;5,0;95,0;Critical;51,1;High;royaltelco.com;;;;;;;;;;;;;;;
77;rtccom.com;59;2;3;5;0;0;2;2;4;2;2;0;0;0;1;1;0;100;0;100;50;72,3;5,4;0;5,3;3,1;10,5;5,0;95,0;Critical;12,3;Low;band.rtccom.com;4328704;;RTC Communications;RTC Communications;Montgomery;IN;rtccom.com;Nov-50;Private;Not acquired;$10-50 million;1949;NA;Incumbent Local Exchange Carrier;Kirk Lehman
78;rteedge.com;10;1;1;2;0;1;0;0;7;7;7;0;0;0;0;0;3;100;40;100;60;67,7;14,1;4;70;18;46,8;5,0;95,0;Critical;72,5;High;portal.rteedge.com;;;;;;;;;;;;;;;
79;sa-lawyers.net;12;2;0;2;1;1;0;0;0;12;12;12;0;0;2;0;0;80,1;90;100;30;62,1;13,3;7,5;100;5;62,1;5,0;95,0;Critical;91,2;Critical;autoconfig.mountaincommunicationstowers.sa-lawyers.net;;;;;;;;;;;;;;;
80;scatui.com;33;1;1;4;2;2;0;0;4;0;0;0;0;0;0;3;0;100;90;55;50;34,7;5,5;5,5;6,7;4,5;17,5;5,0;95,0;Critical;21,0;Low;speedtest.scatui.com;4266664;San Carlos Apache Telecommunications Utility, Inc.;San Carlos Apache Telecommunications Utility, Inc.;San Carlos Apache Telecommunications Utility;Peridot;AZ;scatui.com;Nov-50;Private;Not acquired;$1-5 million;1994;NA;Incumbent Local Exchange Carrier;Shirley Ortiz
81;sctcweb.com;62;7;3;8;2;2;0;0;6;8;2;2;0;0;4;2;4;100;90;100;90;66;10,6;2,9;11;7,9;21,1;5,0;95,0;Critical;26,5;Medium;speedtest.sctcweb.com;1566629;STAYTON COOPERATIVE TELEPHONE COMPANY;PTC;PTC;Stayton;OR;sctcweb.com;25-50;Private;Acquired by LHTC Broadband (also known as Laurel Highland Total Communications, Inc.);$10M-$25M;1955;NA;Incumbent Local Exchange Carrier;Erik Hoefer
82;seiontec.com;36;1;3;4;0;1;0;0;10;2;0;0;0;1;0;5;5;100;40;80;100;67,7;7,7;1,1;17,4;13,9;19,5;5,0;95,0;Critical;23,2;Low;atl-vweb02.seiontec.com;;;;;;;;;;;;;;;
83;signitel.com;22;2;1;3;1;1;2;0;4;4;4;0;0;0;2;0;1;84,8;90;100;60;86,6;10,8;4,1;18,2;8,2;37,2;5,0;95,0;Critical;42,1;Medium;old.signitel.com;24212052;;Signitel Inc;Signitel;Brooklyn;NY;signitel.com;01-Oct;Private;Acquired by Security & Energy Technologies;$1-5 million;2005;NA;Interconnected VoIP;Shalom Nove
84;skynet360.com;44;2;1;2;0;0;2;0;2;0;0;0;0;0;2;0;2;100;0;55;90;66;4,1;0;2,5;5,5;11,7;5,0;95,0;Critical;11,5;Low;skynet360.com;;;;;;;;;;;;;;;
85;smart-telecard.com;8;1;1;1;1;1;0;0;1;4;5;4;0;0;0;0;0;80,8;90;100;0;72,3;10,1;11,2;61,9;0;58,4;5,0;95,0;Critical;68,6;High;autoconfig.smart-telecard.com;37399623;;Smart Telecard, Inc.;Smart Telecard;Yonkers;NY;smart-telecard.com;;;;;;WISP;Interconnected VoIP;Hanif Bhagat
86;soundchoicecomm.com;8;1;1;2;0;0;0;0;4;0;0;0;0;0;1;0;0;100;0;55;30;66;15,9;0;27,5;3,8;43,8;5,0;95,0;Critical;42,2;Medium;staff.soundchoicecomm.com;10934974;;Sound Choice Communications LLC;Sound Choice Communications;Minneapolis;MN;soundchoicecomm.com;02-Oct;Private;Not acquired;$1-5 million;2001;NA;Interconnected VoIP;Eric Osterberg
87;spruceknob.net;12;2;1;3;0;0;0;0;2;4;2;0;0;0;3;0;1;95;0;100;90;77,3;17,3;0;20,8;12,5;32,6;5,0;95,0;Critical;34,6;Medium;spruceknob.net;4337002;;Spruce Knob Seneca Rocks Telephone, Inc.;Spruce Knob Seneca Rocks Telephone;Riverton;WV;spruceknob.net;Nov-50;Private;Not acquired;$1-5 million;1972;Cable;Incumbent Local Exchange Carrier;Jena Miller
88;sptc.coop;15;1;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0;100;50;0;30;54,9;9,1;3,3;0;5;22;5,0;95,0;Critical;22,6;Low;webmail.sptc.coop;;;;;;;;;;;;;;;
89;staticphone.com;32;4;2;5;2;2;2;0;3;1;3;1;4;0;2;0;0;100;90;100;30;90,3;12,1;5,6;17,8;3,8;35,5;5,0;95,0;Critical;38,1;Medium;rcs.staticphone.com;27116318;;STATIC PHONE;STATIC PHONE;ALPHARETTA;GA;staticphone.com;Nov-50;Private;"I do not have enough information to determine if STATIC PHONE has been acquired. The search results include a service agreement for Static Phone and mention its headquarters in Alpharetta, GA, but do not provide any information regarding its acquisition. Other search results refer to ""Static Media,"" a different company based in Indianapolis, which has been involved in several acquisitions.";$1M-$5M;2013;NA;Interconnected VoIP;SHYBI THOMAS
90;stmc.net;27;1;1;1;0;0;0;1;2;0;0;0;0;0;0;1;0;100;0;55;50;66;3,7;0;4,1;2,6;14,1;5,0;95,0;Critical;14,1;Low;sl1.stmc.net;1960962;;Star Telephone Membership Corporation;Star Telephone Membership;Clinton;NC;stmc.net;02-Oct;Private;Not acquired;$1-10 million;1959;WISP or Cable;Incumbent Local Exchange Carrier;Donna Bullard
91;tc3telecom.com;5;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;100;40;0;30;59,9;20;8;0;6;34;5,0;95,0;Critical;36,0;Medium;mail.tc3telecom.com;8814816;D & P COMMUNICATIONS INC;TC3 Telecom, Inc.;TC3 Telecom;Petersburg;MI;tc3telecom.com;Nov-50;Private;"I do not have enough information to answer this query. While there are records of an acquisition of a ""TC Telecom"" by General Informatics and a ""TC3 Health"" by Emdeon, the provided data for TC3 Telecom (tc3telecom.com) based in Petersburg, MI, lists it as an unfunded company with no mentioned acquisition.";$1-5 million;2002;NA;CAP/LEC;Robert Parisien
92;tccinfo.com;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;27,5;100;0;0;0;27,5;5,0;95,0;Critical;95,0;Critical;tccinfo.com;;;;;;;;;;;;;;;
93;tcsgrp.com;20;1;1;2;0;0;5;0;0;0;2;2;2;0;1;2;0;100;0;100;80;79,5;6,5;0;10;14;25,1;5,0;95,0;Critical;30,5;Medium;tcsgrp.com;;;;;;;;;;;;;;;
94;techitoutsolutions.com;9;1;1;2;0;0;1;0;0;0;0;0;0;0;1;1;0;100;0;0;50;34,7;14,4;0;0;12,2;26;5,0;95,0;Critical;27,9;Medium;portal.techitoutsolutions.com;;;;;;;;;;;;;;;
95;techxpress.net;14;1;0;2;0;1;3;0;0;2;0;0;0;0;1;1;1;80,1;40;25;100;62,1;8,1;2,9;3,6;11,4;19,2;5,0;95,0;Critical;21,8;Low;techxpress.net;;;;;;;;;;;;;;;
96;toptiertelecom.com;16;4;3;4;1;0;3;0;10;10;0;0;0;0;2;1;4;91,8;50;80;100;79,5;21;3,1;50;26,9;51,8;5,0;95,0;Critical;64,5;High;portal.toptiertelecom.com;;;;;;;;;;;;;;;
97;totalpaging.com;9;3;2;3;0;1;0;0;0;0;0;0;0;0;1;3;0;100;40;0;50;48,6;31,5;4,4;0;20;29,6;5,0;95,0;Critical;46,5;Medium;totalpaging.com;1932102;;Total Communication Systems, Inc.;Total Communication;Seneca;SC;totalpaging.com;01-Oct;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;Less than $1 million;1989;WISP;Other Mobile;Robert Kinder
98;totelcom.com;4;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;87,7;50;100;0;54,9;21,9;12,5;25;0;27,5;5,0;95,0;Critical;36,9;Medium;www.totelcom.com;;;;;;;;;;;;;;;
99;trunkiq.com;9;2;1;2;0;0;0;0;0;0;0;0;0;0;1;2;2;97,3;0;0;100;66;19,4;0;0;26,7;40,8;5,0;95,0;Critical;41,6;Medium;voice.trunkiq.com;;;;;;;;;;;;;;;
100;ttipayphone.com;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;27,5;50;0;0;0;27,5;5,0;95,0;Critical;56,3;High;ttipayphone.com;18613356;;Telephone Technologies, Inc.;Telephone;Indianapolis;IN;ttipayphone.com;Not specified;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;Not specified;1995;NA;Payphone Service Provider;Troy Brosseau
101;ulec.com;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;100;40;0;100;27,5;50;20;0;50;27,5;5,0;95,0;Critical;56,3;High;ulec.com;;;;;;;;;;;;;;;
102;ultimateinternetaccess.com;2;1;1;1;0;1;0;0;0;2;0;0;0;0;0;0;0;100;40;25;0;34,7;50;20;25;0;34,7;5,0;95,0;Critical;59,6;High;ultimateinternetaccess.com;;;;;;;;;;;;;;;
103;unitedfiber.com;25;3;2;4;1;1;0;0;0;0;0;0;0;0;2;1;0;100;90;0;50;66;12,5;3,6;0;4,4;24,5;5,0;95,0;Critical;27,4;Medium;exc-speedtest.unitedfiber.com;;;;;;;;;;;;;;;
104;venustelco.com;33;2;1;2;0;1;1;0;22;22;22;0;0;0;1;0;2;89,4;40;100;90;74,9;5,1;1,2;66,7;5,5;45,1;5,0;95,0;Critical;61,7;High;mail.venustelco.com;;;;;;;;;;;;;;;
105;warriorhill.com;15;4;3;4;0;1;1;0;0;0;4;0;0;1;1;0;0;100;40;65;30;66;25,4;2,7;12,3;4;28;5,0;95,0;Critical;37,8;Medium;smtp.warriorhill.com;15342728;;Warrior Hill, LLC.;Warrior Hill;Medina;MN;warriorhill.com;1 to 10;Private;"I do not have enough information to determine if The Telephone Man in Centennial, CO has been acquired. The search results discuss the acquisition of Telephonics Corporation by TTM Technologies and songs titled ""Telephone Man"" or ""Mr. Telephone Man,"" but they do not contain information about the specific company ""The Telephone Man.""";$1 million to $10 million;2012;WISP;Interconnected VoIP;Jason Park
106;watchtv.net;42;5;6;6;0;0;1;1;3;0;2;0;0;0;0;0;0;100;0;95;30;54,9;13,6;0;5,8;1,2;17,2;5,0;95,0;Critical;20,2;Low;mail.watchtv.net;;;;;;;;;;;;;;;
107;webfire.com;20;6;3;7;1;1;0;0;15;0;11;0;0;0;4;2;1;100;90;95;90;54,9;29,5;4,5;63,2;14;39,7;5,0;95,0;Critical;68,9;High;happy.webfire.com;;;;;;;;;;;;;;;
108;whitesky.us;20;8;5;10;1;0;0;1;3;0;0;0;0;0;5;0;0;100;50;55;30;66;38,6;2,5;8,2;8,5;30,1;5,0;95,0;Critical;44,4;Medium;sipcapture.whitesky.us;24695124;;Whitesky Communications;Whitesky Communications;Richardson;TX;whitesky.us;Nov-50;Private;Acquired by RealPage, Inc.;1M - 5M;2012;WISP;Interconnected VoIP;Kamal Qatato
109;wtco.com;8;1;1;1;1;0;0;0;2;0;0;0;0;0;0;0;0;100;50;55;0;34,7;12,5;6,2;13,8;0;29,3;5,0;95,0;Critical;32,1;Medium;wtco.com;;;;;;;;;;;;;;;
110;xpercore.com;4;1;1;2;1;1;3;0;0;0;0;0;0;0;0;0;0;100;90;0;30;27,5;31,7;22,5;0;22,5;20,6;5,0;95,0;Critical;51,2;High;admin.xpercore.com;22136105;EXPERNET INC;Xpercore Telecom;Xpercore Telecom;Maple Glen;PA;xpercore.com;01-Oct;Private;I do not have enough information to answer the query. The provided text mentions acquisitions of the American Telephone Company and the Bell Telephone Company, but does not contain information regarding the acquisition status of The Telephone Company based in Westchester, IL.;<5M;2012;WISP;Interconnected VoIP;James Kovalcik Sr
111;xphyre.com;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;77,9;0;0;100;27,5;39;0;0;50;27,5;5,0;95,0;Critical;56,3;High;www.xphyre.com;;;;;;;;;;;;;;;
112;yelcot.com;56;4;6;8;0;2;4;2;6;2;2;0;0;0;4;2;4;100;40;100;100;74,9;11;1,4;7,5;9,6;20,3;5,0;95,0;Critical;23,0;Low;directory.yelcot.com;1730944;YELCOT HOLDING GROUP INC;Mountain View Telephone Co.;Mountain View Telephone;Mountain Home;AR;yelcot.com;51-200;Private;Acquired by Yelcot Holding Group, Inc. (Yelcot);$10M-$25M;1957;Cable;Incumbent Local Exchange Carrier;Sara Zimmerman
113;yourlocal.coop;20;6;0;6;0;0;7;0;0;0;0;0;0;0;6;0;4;86,4;0;0;100;62,1;25,1;0;0;28,5;32,6;5,0;95,0;Critical;39,5;Medium;home.yourlocal.coop;;;;;;;;;;;;;;;
114;yucca.net;40;2;3;3;0;0;0;1;2;9;0;0;0;0;0;2;2;100;0;55;100;54,9;6,5;0;8,4;5,8;18;5,0;95,0;Critical;17,5;Low;mail.yucca.net;1607829;ROOSEVELT COUNTY RURAL TELEPHONE COOPERATIVE INC;Roosevelt County Rural Telephone Cooperative, Inc.;Roosevelt County Rural Telephone Cooperative;Portales;NM;yucca.net;43;Private;I do not have enough information to answer this query. The provided documents mention a 1951 joint management agreement between Roosevelt County Rural Telephone Cooperative and Roosevelt County Electric Cooperative that ended in 1979, but they do not state whether Roosevelt County Rural Telephone Cooperative has been acquired.;18.1M - 20.9M;1951;WISP;Incumbent Local Exchange Carrier;Lawrence Fouts
115;multifli.com;11;1;1;1;0;1;0;0;0;6;0;0;0;0;0;0;0;100;40;25;0;89,6;9,1;3,6;13,6;0;47,2;5,0;95,0;Critical;41,2;Medium;uc.multifli.com;;;;;;;;;;;;;;;
116;myakkatech.com;11;1;1;1;0;1;0;2;0;8;0;0;0;0;0;0;0;100;40;25;20;52;9,1;3,6;18,2;3,6;24,7;5,0;95,0;Critical;26,9;Medium;myakkatech.com;;;;;;;;;;;;;;;
117;mycompanyworks.com;26;2;0;2;0;0;0;4;1;0;1;0;0;0;2;1;1;86,4;0;95;100;64,1;6,4;0;3,7;8,1;27,9;5,0;95,0;Critical;27,7;Medium;www.mycompanyworks.com;;;;;;;;;;;;;;;
118;neitel.com;16;1;1;2;0;0;0;0;3;2;0;0;0;0;0;1;1;100;0;55;60;57,6;7,8;0;13,4;6,9;33,6;5,0;95,0;Critical;29,3;Medium;neitel.com;2594893;NORTHEAST IOWA TELEPHONE COMPANY;Northeast Iowa Telephone Company;Northeast Iowa Telephone Company;Monona;IA;neitel.com;Nov-50;Private;Not acquired;$10-50 million;1903;WISP;Incumbent Local Exchange Carrier;Tony Mueller
119;networkusa.com;32;1;2;2;0;1;0;0;0;0;0;0;0;0;1;0;0;100;40;0;30;48,6;5,4;1,2;0;0,9;4,3;5,0;95,0;Critical;6,2;Minimal;conf.networkusa.com;;;;;;;;;;;;;;;
120;nicktronic.com;11;2;0;2;1;0;2;0;2;0;0;0;0;0;0;2;0;80,1;50;55;100;40,2;14,6;4,5;10;23,6;17,3;5,0;95,0;Critical;30,5;Medium;nicktronic.com;;;;;;;;;;;;;;;
121;northerntelco.com;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;27,5;50;0;0;0;27,5;5,0;95,0;Critical;56,3;High;northerntelco.com;;;;;;;;;;;;;;;
122;novatelco.com;3;2;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;100;0;0;30;27,5;61,9;0;0;10;18,3;5,0;95,0;Critical;58,5;High;novatelco.com;;;;;;;;;;;;;;;
123;nushtel.com;19;1;1;2;0;0;2;0;5;4;4;0;0;0;1;0;1;85,6;0;100;90;78,4;8,5;0;23,9;7,9;22,8;5,0;95,0;Critical;26,8;Medium;www.nushtel.com;5020169;;Nushagak Cooperative;Nushagak Cooperative;Dillingham;AK;nushtel.com;35-50;Private;"Based on the provided information, Nushagak Cooperative (nushtel.com) has not been acquired; it remains a member-owned and operated cooperative. The documentation describes a 1975 merger of Nushagak Telephone Cooperative and Nushagak Electric Cooperative to form the current entity, as well as current partnerships and subsidiaries, but no recent acquisition of the cooperative itself.";$13.7M;1975;Cable;Incumbent Local Exchange Carrier;William Chaney
124;oacys.com;26;5;3;6;0;0;3;0;1;1;0;0;1;1;3;0;0;100;0;95;30;57,6;19,3;0;6,7;6,9;28,6;5,0;95,0;Critical;29,4;Medium;speedtest.oacys.com;27663160;;OACYS Technology;OACYS Technology;Porterville;CA;oacys.com;Nov-50;Private;Acquired by Ryan and Joslyn Walker;$1-5 million;1982;WISP;Interconnected VoIP;Ryan Walker
125;oconeetelcom.com;10;1;1;1;0;1;2;0;1;0;0;0;0;0;0;0;0;100;40;55;30;85;10;4;5,5;6;22,2;5,0;95,0;Critical;30,8;Medium;voip.oconeetelcom.com;;;;;;;;;;;;;;;
126;omegahold.com;5;2;1;2;0;1;0;0;0;0;0;0;0;0;1;0;0;100;40;0;30;57,6;38,3;8;0;6;55,4;5,0;95,0;Critical;57,4;High;omegahold.com;;;;;;;;;;;;;;;
127;onyxvoip.com;4;0;0;1;1;1;0;0;2;2;2;0;0;0;0;0;0;26,9;90;100;0;67,7;6,7;22,5;50;0;51,2;5,0;95,0;Critical;58,1;High;_wildcard.onyxvoip.com;24216707;;Onyx VoIP;Onyx VoIP;Tampa;FL;onyxvoip.com;01-Oct;Private;I do not have enough information to determine if Onyx VoIP has been acquired. The search results discuss several other companies named Onyx in the pharmaceutical, software, and payments industries, but do not contain information regarding the acquisition status of Onyx VoIP based in Tampa, FL.;$1-10 million;2013;NA;Interconnected VoIP;Ryan Reinhart
128;oregontel.com;38;2;1;2;1;0;0;0;0;4;0;0;0;1;1;0;0;100;50;25;30;34,7;4,7;1,3;3,3;0,8;11;5,0;95,0;Critical;11,7;Low;oregontel.com;;;;;;;;;;;;;;;
129;pacificlightwave.com;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;27,5;50;0;0;0;27,5;5,0;95,0;Critical;56,3;High;pacificlightwave.com;;;;;;;;;;;;;;;
130;parstel.net;8;3;1;3;0;0;0;0;0;0;0;0;0;0;3;0;0;100;0;0;30;27,5;33,1;0;0;11,2;10,3;5,0;95,0;Critical;31,2;Medium;parstel.net;;;;;;;;;;;;;;;
131;passportology.com;6;1;1;1;0;0;3;0;4;4;4;0;0;0;0;1;2;93,8;0;100;90;77,3;15,6;0;66,7;43,3;55,1;5,0;95,0;Critical;70,3;High;passportology.com;;;;;;;;;;;;;;;
132;preferredtel.net;7;3;3;4;0;0;0;0;1;0;0;0;0;0;3;1;0;100;0;55;80;40,2;43,1;0;7,9;20;22,5;5,0;95,0;Critical;45,7;Medium;reports.preferredtel.net;;;;;;;;;;;;;;;
133;privatelinc.com;18;1;1;1;1;1;3;0;1;0;0;0;0;0;1;1;0;100;90;55;50;40,2;5,6;5;3,1;9,4;11,8;5,0;95,0;Critical;20,0;Low;billmax.privatelinc.com;14300701;;Privatel Inc.;Privatel;Spring Lake;NJ;privatelinc.com;01-Oct;Private;I do not have enough information to determine if Privatel has been acquired. The provided search results discuss acquisitions of other companies like AES, Mister Car Wash, Sophos, WideOpenWest, KORE Group, Parexel, and Yorktel, but do not contain information regarding Privatel.;$10-50 million;1998;WISP;Interconnected VoIP;Nicholas Mastrorilli
134;ptcnet.com;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;27,5;100;0;0;0;27,5;5,0;95,0;Critical;95,0;Critical;ptcnet.com;;;;;;;;;;;;;;;
135;qcs-1.com;20;1;1;1;0;1;4;0;0;1;0;0;0;0;0;0;0;100;40;25;30;82,4;5;2;1,2;6;24;5,0;95,0;Critical;25,9;Medium;voip.qcs-1.com;;;;;;;;;;;;;;;
136;quantum-fsd.com;9;1;2;3;0;1;0;0;3;2;2;0;0;0;0;0;1;100;40;100;60;78,4;21,7;4,4;28,3;6,7;45,6;5,0;95,0;Critical;52,3;High;dash.quantum-fsd.com;;;;;;;;;;;;;;;
137;entelegent.com;20;1;2;2;0;0;2;0;0;0;0;0;0;0;1;1;1;100;0;0;60;83,3;8,3;0;0;10;28,1;5,0;95,0;Critical;26,6;Medium;wirelessdemo.entelegent.com;18422345;;EnTelegent Solutions, Inc.;EnTelegent Solutions;Charlotte;NC;entelegent.com;51-200;Private;Based on the provided data, EnTelegent Solutions has not been acquired. It remains an independent IT and telecom business solutions provider.;$10-50 million;2007;Cable;Local Reseller;Tom Turpin
138;epictouch.com;14;2;2;5;0;1;2;0;2;2;2;0;0;0;3;0;1;84,8;40;100;60;73,6;24,2;2,9;14,3;15;24,8;5,0;95,0;Critical;34,3;Medium;www.epictouch.com;2330843;EPIC TOUCH COMPANY;Elkhart Telephone Company, Inc.;Elkhart Telephone Company;Elkhart;KS;epictouch.com;Nov-50;Private;Acquired by IdeaTek;$1-5 million;1956;NA;Incumbent Local Exchange Carrier;Becky Scott
139;esvba.com;12;2;2;2;0;1;0;0;0;0;0;0;0;0;0;1;0;100;40;0;50;27,5;15,5;3,3;0;4,2;22,9;5,0;95,0;Critical;28,8;Medium;my.esvba.com;19703131;;Eastern Shore of Virginia Broadband Authority;Eastern Shore of Virginia Broadband Authority;Exmore;VA;esvba.com;Nov-50;Private (Not-for-Profit);Not acquired;$1-5 million;2008;WISP;CAP/LEC;Robert Bridgham
140;etex.net;44;5;3;6;0;0;1;1;13;12;0;0;0;3;3;2;1;100;0;80;90;73,6;11,5;0;24,8;6,8;26,6;5,0;95,0;Critical;30,7;Medium;ookla1.etex.net;1678572;;ETEX Telephone Coop., Inc.;ETEX Telephone Coop;Gilmer;TX;etex.net;Over 110;Private (Cooperative);Not acquired;$10-50 million;1952;Cable;Incumbent Local Exchange Carrier;Charlie Cano
141;evc-inc.com;21;1;2;2;1;0;2;0;11;10;10;0;0;0;0;1;4;100;50;100;100;86,6;8;2,4;50,2;16,2;40,6;5,0;95,0;Critical;55,1;High;voip.evc-inc.com;;;;;;;;;;;;;;;
142;extremetechllc.com;7;1;1;1;1;0;0;0;1;2;1;0;0;0;1;0;1;93;50;100;90;66;13,3;7,1;17,9;24,3;28,6;5,0;95,0;Critical;33,6;Medium;friedrichheatingandac.extremetechllc.com;;;;;;;;;;;;;;;
143;fastlinkcommunications.com;5;1;1;2;0;1;1;0;1;0;0;0;0;0;1;2;1;100;40;55;100;40,2;26,2;8;11;36;27,4;5,0;95,0;Critical;58,4;High;ns02.fastlinkcommunications.com;;;;;;;;;;;;;;;
144;fbc-tele.com;27;1;1;2;0;0;2;0;1;0;0;0;0;0;0;1;0;100;0;55;50;72,3;4,6;0;2;4,1;11,2;5,0;95,0;Critical;11,9;Low;speedtest.fbc-tele.com;3726759;;F & B Communications;F & B Communications;Wheatland;IA;fbc-tele.com;Nov-50;Private;Not acquired;$1-5 million;1959;Cable;Incumbent Local Exchange Carrier;Aaron Horman
145;fivearea.com;25;1;1;1;0;0;0;1;0;3;0;0;0;0;1;1;0;100;0;25;80;59,9;4;0;3;4;13,6;5,0;95,0;Critical;11,7;Low;fivearea.com;3742103;FIVE AREA TELEPHONE COOPERATIVE INC;Five Area Telephone Cooperative, Inc.;Five Area Telephone Cooperative;Muleshoe;TX;fivearea.com;26-100;Private;I do not have enough information to answer the query. The provided text mentions that Five Area Telephone Cooperative serves various counties and has a subsidiary called West Plains Communications, but there is no information indicating whether Five Area Telephone Cooperative itself has been acquired.;$1-5 million;1950;WISP;Incumbent Local Exchange Carrier;Mark Washington
